Isolate_Id	PB2 Segment_Id	PB1 Segment_Id	PA Segment_Id	HA Segment_Id	Location	Collection_Date	Host_Age	Host_Age_Unit
EPI_ISL_265436				EPI1005122 | A/Ontario/RV0585/2017 HA	North America / Canada / ON	2017-01-10	82	Y
EPI_ISL_265435				EPI1005121 | A/Ontario/RV0584/2017 HA	North America / Canada / ON	2017-01-01	71	Y
EPI_ISL_265434				EPI1005120 | A/Ontario/RV0583/2017 HA	North America / Canada / ON	2017-01-03	93	Y
EPI_ISL_265392				EPI1005078 | A/Ontario/RV0535/2017 HA	North America / Canada / ON	2017-01-04	83	Y
EPI_ISL_265381				EPI1005067 | A/Ontario/RV0462/2017 HA	North America / Canada / ON	2017-01-05	12	Y
EPI_ISL_265347				EPI1005033 | A/Ontario/RV0455/2017 HA	North America / Canada / ON	2017-01-06	90	Y
EPI_ISL_265345				EPI1005031 | A/Ontario/RV0453/2017 HA	North America / Canada / ON	2017-01-03	83	Y
EPI_ISL_265344				EPI1005030 | A/Ontario/RV0452/2017 HA	North America / Canada / ON	2017-01-04	87	Y
EPI_ISL_265337				EPI1005023 | A/Ontario/RV0445/2017 HA	North America / Canada / ON	2017-01-04	89	Y
EPI_ISL_265335				EPI1005021 | A/Ontario/RV0443/2017 HA	North America / Canada / ON	2017-01-04	91	Y
EPI_ISL_265267				EPI1004952 | A/Ontario/RV0344/2017 HA	North America / Canada / ON	2017-01-04	78	Y
EPI_ISL_265264				EPI1004949 | A/Ontario/RV0339/2017 HA	North America / Canada / ON	2017-01-06	88	Y
EPI_ISL_265251				EPI1004936 | A/Ontario/RV0228/2017 HA	North America / Canada / ON	2017-01-04	80	Y
EPI_ISL_265002				EPI1004594 | A/Nova Scotia/RV1309/2017 HA	North America / Canada / NS	2017-01-12	73	Y
EPI_ISL_265000				EPI1004592 | A/Nova Scotia/RV1307/2017 HA	North America / Canada / NS	2017-01-09	84	Y
EPI_ISL_264994				EPI1004584 | A/Nova Scotia/RV1301/2017 HA	North America / Canada / NS	2017-01-03	82	Y
EPI_ISL_264937				EPI1004519 | A/Newfoundland/RV1104/2017 HA	North America / Canada / NL	2017-01-16	89	Y
EPI_ISL_264932				EPI1004513 | A/Newfoundland/RV0886/2017 HA	North America / Canada / NL	2017-01-19	28	Y
EPI_ISL_264931				EPI1004512 | A/Newfoundland/RV0885/2017 HA	North America / Canada / NL	2017-01-17	93	Y
EPI_ISL_264926				EPI1004506 | A/Newfoundland/RV0880/2017 HA	North America / Canada / NL	2017-01-17	59	Y
EPI_ISL_264889				EPI1004462 | A/New Brunswick/RV0482/2017 HA	North America / Canada / NB	2017-01-10	36	Y
EPI_ISL_264888				EPI1004461 | A/New Brunswick/RV0481/2017 HA	North America / Canada / NB	2017-01-02	89	Y
EPI_ISL_264881				EPI1004453 | A/New Brunswick/RV0359/2017 HA	North America / Canada / NB	2017-01-04	60	Y
EPI_ISL_264880				EPI1004451 | A/New Brunswick/RV0349/2017 HA	North America / Canada / NB	2017-01-01	46	Y
EPI_ISL_264826				EPI1004383 | A/Manitoba/RV0186/2017 HA	North America / Canada / MB	2017-01-11	86	Y
EPI_ISL_264823				EPI1004378 | A/Manitoba/RV0137/2017 HA	North America / Canada / MB	2017-01-05	29	Y
EPI_ISL_264733				EPI1004255 | A/Alberta/RV0675/2017 HA	North America / Canada / AB	2017-01-19		M
EPI_ISL_264730				EPI1004252 | A/Alberta/RV0672/2017 HA	North America / Canada / AB	2017-01-18	74	Y
EPI_ISL_264729				EPI1004251 | A/Alberta/RV0671/2017 HA	North America / Canada / AB	2017-01-17	31	Y
EPI_ISL_264728				EPI1004250 | A/Alberta/RV0669/2017 HA	North America / Canada / AB	2017-01-16	35	Y
EPI_ISL_264723				EPI1004245 | A/Alberta/RV0664/2017 HA	North America / Canada / AB	2017-01-12	23	Y
EPI_ISL_264722				EPI1004244 | A/Alberta/RV0663/2017 HA	North America / Canada / AB	2017-01-11	3	Y
EPI_ISL_264717				EPI1004239 | A/Alberta/RV0658/2017 HA	North America / Canada / AB	2017-01-06	74	Y
EPI_ISL_264709				EPI1004231 | A/Alberta/RV0473/2017 HA	North America / Canada / AB	2017-01-19	45	Y
EPI_ISL_264706				EPI1004227 | A/Alberta/RV0413/2017 HA	North America / Canada / AB	2017-01-10	82	Y
EPI_ISL_264703				EPI1004224 | A/Alberta/RV0410/2017 HA	North America / Canada / AB	2017-01-07	54	Y
EPI_ISL_264701				EPI1004222 | A/Alberta/RV0408/2017 HA	North America / Canada / AB	2017-01-10	86	Y
EPI_ISL_264698				EPI1004219 | A/Alberta/RV0405/2017 HA	North America / Canada / AB	2017-01-07	80	Y
EPI_ISL_264690				EPI1004210 | A/Alberta/RV0281/2017 HA	North America / Canada / AB	2017-01-04		Y
EPI_ISL_264670				EPI1004190 | A/Alberta/RV0261/2017 HA	North America / Canada / AB	2017-01-02		Y
EPI_ISL_264422	EPI1003400 | 3000481141_N8K8HCAO_v1_1	EPI1003401 | 3000481141_N8K8HCAO_v1_2	EPI1003399 | 3000481141_N8K8HCAO_v1_3	EPI1003403 | 3000481141_N8K8HCAO_v1_4	North America / United States / Florida	2017-01-07	18	Y
EPI_ISL_264326				EPI1002838 | A/NAGANO/2043/2017_CaCo-23+SIAT1_HA	Asia / Japan	2017-01-19	11	Y
EPI_ISL_264087				EPI1001902 | A/Karaganda/6553/2017	Asia / Kazakhstan / Karagandy	2017-01-18	7	Y
EPI_ISL_264080				EPI1001890 | MS-a-vrancea-206396-2017h3J	Europe / Romania	2017-01-01	29	Y
EPI_ISL_264035				EPI1001800 | MS-a-belgium-g0062-2017h3J	Europe / Belgium	2017-01-09	22	Y
EPI_ISL_264030				EPI1001790 | MS-a-belgium-g0044-2017h3J	Europe / Belgium	2017-01-05	44	Y
EPI_ISL_264024				EPI1001778 | MS-a-algeria-142-2017h3J	Africa / Algeria	2017-01-02	66	Y
EPI_ISL_263618	EPI999144 | A/Kansas/01/2017	EPI999145 | A/Kansas/01/2017		EPI999146 | A/Kansas/01/2017	North America / United States / Kansas	2017-01-01	58	
EPI_ISL_263587				EPI998930 | A/Austria/962630/2017	Europe / Austria	2017-01-02	23	Y
EPI_ISL_263495				EPI998490 | 17A192_HA	Europe / Netherlands / South Holland / Gemeente Rotterdam	2017-01-06	63	Y
EPI_ISL_263488				EPI998478 | A/Austria/966368/2017	Europe / Austria / Bundesland Wien	2017-01-16	65	Y
EPI_ISL_263485				EPI998459 | A/Austria/963842/2017	Europe / Austria / Bundesland Wien	2017-01-09	73	Y
EPI_ISL_263458	EPI998406 | A/Linkou/0192/2017		EPI998079 | A/Linkou/0192/2017	EPI998308 | A/Linkou/0192/2017	Asia / Taiwan	2017-01-03		
EPI_ISL_263457	EPI997986 | A/Baltimore/0230/2017	EPI997992 | A/Baltimore/0230/2017	EPI998023 | A/Baltimore/0230/2017	EPI998326 | A/Baltimore/0230/2017	North America / United States	2017-01-09		
EPI_ISL_263430	EPI997922 | A/Baltimore/0233/2017	EPI997983 | A/Baltimore/0233/2017	EPI998368 | A/Baltimore/0233/2017	EPI998386 | A/Baltimore/0233/2017	North America / United States	2017-01-10		
EPI_ISL_263420	EPI998329 | A/Baltimore/0227/2017	EPI998204 | A/Baltimore/0227/2017	EPI998337 | A/Baltimore/0227/2017	EPI998177 | A/Baltimore/0227/2017	North America / United States	2017-01-07		
EPI_ISL_263349				EPI997183 | A/KUMAMOTO-C/6/2017_MDCK3+SIAT1_HA	Asia / Japan	2017-01-09	69	Y
EPI_ISL_263326				EPI997147 | A/Austria/963803/2017	Europe / Austria / Lower Austria	2017-01-12	63	Y
EPI_ISL_263324				EPI997143 | A/Austria/962764/2017	Europe / Austria / Bundesland Wien	2017-01-09	89	Y
EPI_ISL_263054				EPI995858 | MS-a-israel-r-692-2017h3J	Asia / Israel	2017-01-01	11	Y
EPI_ISL_263048				EPI995846 | MS-a-iasi-206492-2017h3J	Europe / Romania	2017-01-05	27	Y
EPI_ISL_263045				EPI995840 | MS-a-dambovita-206451-2017h3J	Europe / Romania	2017-01-05	85	Y
EPI_ISL_263003				EPI995659 | 17A972_HA	Europe / Netherlands / Provincie Utrecht / Hilversum	2017-01-18	69	Y
EPI_ISL_262914				EPI995526 | A/PaisVasco/1229/2017_HA	Europe / Spain / Basque Country	2017-01-19	75	Y
EPI_ISL_262558				EPI993730 | A/Slovenia/187/2017	Europe / Slovenia	2017-01-10	81	Y
EPI_ISL_262552				EPI993658 | A/Slovenia/175/2017	Europe / Slovenia	2017-01-10	62	Y
EPI_ISL_262304				EPI991788 | MS-a-tunisia-755-2017h3J	Africa / Tunisia	2017-01-20	7	Y
EPI_ISL_262301				EPI991782 | MS-a-tunisia-743-2017h3J	Africa / Tunisia	2017-01-20	8	Y
EPI_ISL_262299				EPI991779 | MS-a-tunisia-733-2017h3J	Africa / Tunisia	2017-01-20	3	Y
EPI_ISL_262298				EPI991777 | MS-a-tunisia-711-2017h3J	Africa / Tunisia	2017-01-19	57	Y
EPI_ISL_262296				EPI991773 | MS-a-tunisia-621-2017h3J	Africa / Tunisia	2017-01-17	26	Y
EPI_ISL_262285				EPI991751 | MS-a-tunisia-1935-2017h3J	Africa / Tunisia	2017-01-16	15	Y
EPI_ISL_262259				EPI991697 | MS-a-qatar-0001057-2017h3J	Asia / Qatar	2017-01-07	64	Y
EPI_ISL_262252				EPI991683 | MS-a-poland-82-2017h3J	Europe / Poland	2017-01-05	34	Y
EPI_ISL_262162				EPI991316 | A/PaisVasco/1278/2017_HA	Europe / Spain / Basque Country	2017-01-16	35	Y
EPI_ISL_262155				EPI991309 | A/Navarra/1207/2017_HA	Europe / Spain / Foral Community of Navarre	2017-01-17	41	Y
EPI_ISL_262154				EPI991308 | A/Navarra/1206/2017_HA	Europe / Spain / Foral Community of Navarre	2017-01-16	60	Y
EPI_ISL_262153				EPI991307 | A/Navarra/1205/2017_HA	Europe / Spain / Foral Community of Navarre	2017-01-16	70	Y
EPI_ISL_262137				EPI991290 | A/Madrid/1461/2017_HA	Europe / Spain / Madrid	2017-01-18	59	Y
EPI_ISL_262110	EPI991070 | A/Illinois/01/2017	EPI991071 | A/Illinois/01/2017	EPI991072 | A/Illinois/01/2017	EPI991073 | A/Illinois/01/2017	North America / United States / Illinois	2017-01-03		
EPI_ISL_262073				EPI990882 | A/SAITAMA-C/2/2017_MDCK2+SIAT1_HA	Asia / Japan	2017-01-10	10	Y
EPI_ISL_262001				EPI990464 | A/Belgium/S175/2017	Europe / Belgium	2017-01-16	68	Y
EPI_ISL_262000				EPI990463 | A/Belgium/S169/2017	Europe / Belgium	2017-01-10	1	Y
EPI_ISL_261993	EPI990422 | A/Texas/26/2017	EPI990423 | A/Texas/26/2017	EPI990424 | A/Texas/26/2017	EPI990425 | A/Texas/26/2017	North America / United States / Texas	2017-01-03	82	
EPI_ISL_261983	EPI990356 | A/Michigan/09/2017	EPI990357 | A/Michigan/09/2017	EPI990358 | A/Michigan/09/2017	EPI990359 | A/Michigan/09/2017	North America / United States / Michigan	2017-01-11	46	
EPI_ISL_261982	EPI990348 | A/Michigan/08/2017	EPI990349 | A/Michigan/08/2017	EPI990350 | A/Michigan/08/2017	EPI990351 | A/Michigan/08/2017	North America / United States / Michigan	2017-01-11	81	
EPI_ISL_261980	EPI990332 | A/Michigan/10/2017	EPI990333 | A/Michigan/10/2017	EPI990334 | A/Michigan/10/2017	EPI990335 | A/Michigan/10/2017	North America / United States / Michigan	2017-01-16	16	
EPI_ISL_261979	EPI990324 | A/Michigan/07/2017	EPI990325 | A/Michigan/07/2017	EPI990326 | A/Michigan/07/2017	EPI990327 | A/Michigan/07/2017	North America / United States / Michigan	2017-01-10	12	
EPI_ISL_261965	EPI990226 | A/Tennessee/07/2017	EPI990227 | A/Tennessee/07/2017	EPI990228 | A/Tennessee/07/2017	EPI990229 | A/Tennessee/07/2017	North America / United States / Tennessee	2017-01-09		
EPI_ISL_261960	EPI990186 | A/Tennessee/09/2017	EPI990187 | A/Tennessee/09/2017	EPI990188 | A/Tennessee/09/2017	EPI990189 | A/Tennessee/09/2017	North America / United States / Tennessee	2017-01-10		
EPI_ISL_261954	EPI990144 | A/Washington/07/2017	EPI990145 | A/Washington/07/2017	EPI990146 | A/Washington/07/2017	EPI990147 | A/Washington/07/2017	North America / United States / Washington	2017-01-20		
EPI_ISL_261952	EPI990128 | A/Wisconsin/10/2017	EPI990129 | A/Wisconsin/10/2017	EPI990130 | A/Wisconsin/10/2017	EPI990131 | A/Wisconsin/10/2017	North America / United States / Wisconsin	2017-01-18		
EPI_ISL_261927	EPI989953 | A/Wisconsin/05/2017	EPI989954 | A/Wisconsin/05/2017	EPI989955 | A/Wisconsin/05/2017	EPI989956 | A/Wisconsin/05/2017	North America / United States / Wisconsin	2017-01-11		
EPI_ISL_261926	EPI989945 | A/Wisconsin/04/2017	EPI989946 | A/Wisconsin/04/2017	EPI989947 | A/Wisconsin/04/2017	EPI989948 | A/Wisconsin/04/2017	North America / United States / Wisconsin	2017-01-09		
EPI_ISL_261863	EPI989547 | 3000684917_000J3710_v1_1	EPI989548 | 3000684917_000J3710_v1_2	EPI989546 | 3000684917_000J3710_v1_3	EPI989550 | 3000684917_000J3710_v1_4	Asia / Mongolia	2017-01-16	2	Y
EPI_ISL_261845	EPI989404 | 3000684914_000J370V_v1_1	EPI989405 | 3000684914_000J370V_v1_2	EPI989403 | 3000684914_000J370V_v1_3	EPI989407 | 3000684914_000J370V_v1_4	Asia / Mongolia	2017-01-04	1	Y
EPI_ISL_261777				EPI988929 | A/Czech Republic/84/2017(H3N2)	Europe / Czech Republic / Hlavni mesto Praha / Okres Praha / Praha	2017-01-13	81	Y
EPI_ISL_261776				EPI988928 | A/Czech Republic/86/2017(H3N2)	Europe / Czech Republic / Jihocesky Kraj / Okres Cesky Krumlov / ?esk? Krumlov	2017-01-16	7	Y
EPI_ISL_261775				EPI988927 | A/Czech Republic/87/2017(H3N2)	Europe / Czech Republic / Vysocina Kraj / Okres Jihlava / Jihlava	2017-01-16	32	Y
EPI_ISL_261774				EPI988926 | A/Czech Republic/89/2017(H3N2)	Europe / Czech Republic / Karlovarsky Kraj / Okres Sokolov / Sokolov	2017-01-16	18	Y
EPI_ISL_261769				EPI988921 | A/Czech Republic/74/2017(H3N2)	Europe / Czech Republic / Ustecky Kraj / Okres Usti nad Labem / ?st? nad Labem	2017-01-09	61	Y
EPI_ISL_261763				EPI988915 | A/Czech Republic/14/2017(H3N2)	Europe / Czech Republic / Stredocesky Kraj / Okres Benesov / Bene?ov	2017-01-06	21	Y
EPI_ISL_261738				EPI988786 | A/Czech Republic/4/2017(H3N2)	Europe / Czech Republic / Karlovarsky Kraj / Okres Sokolov / Sokolov	2017-01-03	5	Y
EPI_ISL_260722				EPI988641 | A/Czech Republic/79/2017(H3N2)	Europe / Czech Republic / Hlavni mesto Praha / Praha	2017-01-11	15	Y
EPI_ISL_260574				EPI988753 | A/Czech Republic/20/2017(H3N2)	Europe / Czech Republic / Hlavni mesto Praha / Okres Praha	2017-01-16	6	Y
EPI_ISL_260573				EPI988754 | A/Czech Republic/6/2017(H3N2)	Europe / Czech Republic / South Moravian Region / Okres Blansko / Blansko	2017-01-03	18	Y
EPI_ISL_260471	EPI984618 | A/Georgia/01/2017	EPI984619 | A/Georgia/01/2017	EPI984620 | A/Georgia/01/2017	EPI984621 | A/Georgia/01/2017	North America / United States / Georgia	2017-01-10	36	
EPI_ISL_260470	EPI984610 | A/Georgia/01/2017	EPI984611 | A/Georgia/01/2017	EPI984612 | A/Georgia/01/2017	EPI984613 | A/Georgia/01/2017	North America / United States / Georgia	2017-01-10	36	
EPI_ISL_260452	EPI984462 | A/Iowa/03/2017	EPI984463 | A/Iowa/03/2017	EPI984464 | A/Iowa/03/2017	EPI984465 | A/Iowa/03/2017	North America / United States / Iowa	2017-01-12	74	
EPI_ISL_260444	EPI984526 | A/Oregon/05/2017	EPI984527 | A/Oregon/05/2017	EPI984398 | A/Oregon/05/2017	EPI984399 | A/Oregon/05/2017	North America / United States / Oregon	2017-01-14	59	
EPI_ISL_260437	EPI984340 | A/Indiana/07/2017	EPI984341 | A/Indiana/07/2017	EPI984342 | A/Indiana/07/2017	EPI984343 | A/Indiana/07/2017	North America / United States / Indiana	2017-01-15	35	
EPI_ISL_260360	EPI983722 | A/Hawaii/03/2017	EPI983723 | A/Hawaii/03/2017	EPI983724 | A/Hawaii/03/2017	EPI983725 | A/Hawaii/03/2017	North America / United States / Hawaii	2017-01-17	64	
EPI_ISL_260351	EPI983654 | A/California/24/2017	EPI983655 | A/California/24/2017	EPI983656 | A/California/24/2017	EPI983657 | A/California/24/2017	North America / United States / California	2017-01-09	6	
EPI_ISL_260101	EPI982186 | A/Nebraska/03/2017	EPI982189 | A/Nebraska/03/2017	EPI982191 | A/Nebraska/03/2017	EPI982194 | A/Nebraska/03/2017	North America / United States / Nebraska	2017-01-19	16	
EPI_ISL_260072	EPI981951 | A/Massachusetts/02/2017	EPI981952 | A/Massachusetts/02/2017	EPI981954 | A/Massachusetts/02/2017	EPI981957 | A/Massachusetts/02/2017	North America / United States / Massachusetts	2017-01-07	14	
EPI_ISL_259771				EPI979668 | A/YAMAGUCHI/9/2017_MDCK2+SIAT1_HA	Asia / Japan	2017-01-20	10	Y
EPI_ISL_259702	EPI979156 | 3000684913_N8K8YD0F_v1_1	EPI979157 | 3000684913_N8K8YD0F_v1_2	EPI979155 | 3000684913_N8K8YD0F_v1_3	EPI979159 | 3000684913_N8K8YD0F_v1_4	Asia / Mongolia	2017-01-04	2	Y
EPI_ISL_259697	EPI979116 | 3000684919_N8K8YD19_v1_1	EPI979117 | 3000684919_N8K8YD19_v1_2	EPI979115 | 3000684919_N8K8YD19_v1_3	EPI979119 | 3000684919_N8K8YD19_v1_4	Asia / Mongolia	2017-01-19	41	Y
EPI_ISL_259684	EPI979016 | 3000684861_N8K8YCT7_v1_1		EPI979015 | 3000684861_N8K8YCT7_v1_3	EPI979018 | 3000684861_N8K8YCT7_v1_4	North America / Mexico	2017-01-20	31	Y
EPI_ISL_259683				EPI979010 | MS-a-tripoli-gr-475-2017h3J	Europe / Greece	2017-01-17	77	Y
EPI_ISL_259656				EPI978956 | MS-a-bosnia_herz-24-g-2017h3J	Europe / Bosnia and Herzegovina	2017-01-01		Y
EPI_ISL_259648				EPI978940 | MS-a-athens-gr-577-2017h3J	Europe / Greece	2017-01-19	78	Y
EPI_ISL_259646				EPI978936 | MS-a-athens-gr-566-2017h3J	Europe / Greece	2017-01-19	72	Y
EPI_ISL_259644				EPI978932 | MS-a-athens-gr-563-2017h3J	Europe / Greece	2017-01-19	44	Y
EPI_ISL_259639				EPI978922 | MS-a-athens-gr-486-2017h3J	Europe / Greece	2017-01-17	73	Y
EPI_ISL_259638				EPI978920 | MS-a-athens-gr-463-2017h3J	Europe / Greece	2017-01-17	5	Y
EPI_ISL_259537				EPI978631 | MS-a-georgia-9-2017h3J	Asia / Georgia	2017-01-03	59	Y
EPI_ISL_259532				EPI978621 | MS-a-bosnia_herz-26-g-2017h3J	Europe / Bosnia and Herzegovina	2017-01-04		Y
EPI_ISL_259334				EPI977480 | A/PaisVasco/914/2017_HA	Europe / Spain / Basque Country	2017-01-03	41	Y
EPI_ISL_259321				EPI977467 | A/Navarra/1058/2017_HA	Europe / Spain / Foral Community of Navarre	2017-01-12	10	Y
EPI_ISL_259320				EPI977466 | A/Melilla/227/2017_HA	Europe / Spain / Melilla	2017-01-16	63	Y
EPI_ISL_259299				EPI977445 | A/Aragon/1523/2017_HA	Europe / Spain / Aragon	2017-01-10	81	Y
EPI_ISL_259293				EPI977439 | A/Aragon/1513/2017_HA	Europe / Spain / Aragon	2017-01-12	83	Y
EPI_ISL_259212	EPI976940 | 3025628273_ZZYPOIR2_v1_1	EPI976941 | 3025628273_ZZYPOIR2_v1_2		EPI976943 | 3025628273_ZZYPOIR2_v1_4	North America / United States / Kansas	2017-01-01	58	Y
EPI_ISL_259207	EPI976901 | 3025628207_ZZYPOIRE_v1_1	EPI976902 | 3025628207_ZZYPOIRE_v1_2	EPI976900 | 3025628207_ZZYPOIRE_v1_3	EPI976904 | 3025628207_ZZYPOIRE_v1_4	North America / United States / Maine	2017-01-06	82	Y
EPI_ISL_259176	EPI976655 | 3000684811_N8K8YCM9_v1_1	EPI976656 | 3000684811_N8K8YCM9_v1_2	EPI976654 | 3000684811_N8K8YCM9_v1_3	EPI976658 | 3000684811_N8K8YCM9_v1_4	"Europe / Macedonia, the former Yogoslav Republic of"	2017-01-10	43	Y
EPI_ISL_259170	EPI976610 | 3000684804_N8K8YCLA_v1_1	EPI976611 | 3000684804_N8K8YCLA_v1_2	EPI976609 | 3000684804_N8K8YCLA_v1_3	EPI976613 | 3000684804_N8K8YCLA_v1_4	"Europe / Macedonia, the former Yogoslav Republic of"	2017-01-04	18	Y
EPI_ISL_259166	EPI976580 | 3000684794_N8K8YCJW_v1_1	EPI976581 | 3000684794_N8K8YCJW_v1_2	EPI976579 | 3000684794_N8K8YCJW_v1_3	EPI976583 | 3000684794_N8K8YCJW_v1_4	"Europe / Macedonia, the former Yogoslav Republic of"	2017-01-03	2	Y
EPI_ISL_259138	EPI976362 | 3000482471_000J351T_v1_1	EPI976363 | 3000482471_000J351T_v1_2	EPI976361 | 3000482471_000J351T_v1_3	EPI976365 | 3000482471_000J351T_v1_4	Asia / Hong Kong (SAR)	2017-01-08	76	Y
EPI_ISL_259131	EPI976310 | 3000482303_000J36BQ_v1_1	EPI976311 | 3000482303_000J36BQ_v1_2	EPI976309 | 3000482303_000J36BQ_v1_3	EPI976313 | 3000482303_000J36BQ_v1_4	South America / French Guiana	2017-01-04	61	Y
EPI_ISL_258819	EPI975033 | Infl_17-00580NGS_PB2H3N2	EPI975032 | Infl_17-00580NGS_PB1H3N2	EPI975030 | Infl_17-00580NGS_PAH3N2	EPI975037 | Infl_17-00580NGS_H3	Europe / Sweden / Gotlands lan	2017-01-06	3	Y
EPI_ISL_258818	EPI975025 | Infl_17-00959NGS_PB2H3N2		EPI975023 | Infl_17-00959NGS_PAH3N2	EPI975029 | Infl_17-00959NGS_H3	Europe / Sweden / Skane lan	2017-01-11	47	Y
EPI_ISL_258817	EPI975018 | Infl_17-00409NGS_PB2H3N2	EPI975017 | Infl_17-00409NGS_PB1H3N2	EPI975015 | Infl_17-00409NGS_PAH3N2	EPI975022 | Infl_17-00409NGS_H3	Europe / Sweden / Stockholms lan	2017-01-05	56	Y
EPI_ISL_258813	EPI974991 | Infl_17-00284NGS_PB2H3N2		EPI974989 | Infl_17-00284NGS_PAH3N2	EPI974995 | Infl_17-00284NGS_H3	Europe / Sweden / Skane lan	2017-01-04	50	Y
EPI_ISL_258472				EPI973454 | A/PaisVasco/843/2017_HA	Europe / Spain / Basque Country	2017-01-03	2	Y
EPI_ISL_258470				EPI973452 | A/PaisVasco/841/2017_HA	Europe / Spain / Basque Country	2017-01-03	5	Y
EPI_ISL_258445				EPI973427 | A/Navarra/1063/2017_HA	Europe / Spain / Foral Community of Navarre	2017-01-03	30	Y
EPI_ISL_258443				EPI973425 | A/Melilla/36/2017_HA	Europe / Spain / Melilla	2017-01-03	46	Y
EPI_ISL_258431				EPI973413 | A/Ceuta/179/2017_HA	Europe / Spain / Ceuta	2017-01-15	81	Y
EPI_ISL_258426				EPI973408 | A/Cantabria/1385/2017_HA	Europe / Spain / Cantabria	2017-01-13	50	Y
EPI_ISL_258418				EPI973400 | A/Aragon/1269/2017_HA	Europe / Spain / Aragon	2017-01-09	82	Y
EPI_ISL_258417				EPI973399 | A/Aragon/1267/2017_HA	Europe / Spain / Aragon	2017-01-09	84	Y
EPI_ISL_258411				EPI973372 | A/Larissa/4/2017	Europe / Greece / Nomos Kardhitsas	2017-01-04		Y
EPI_ISL_258283	EPI972397 | 3000482648_N8K8HI3Z_v1_1	EPI972398 | 3000482648_N8K8HI3Z_v1_2	EPI972396 | 3000482648_N8K8HI3Z_v1_3	EPI972400 | 3000482648_N8K8HI3Z_v1_4	Asia / Kazakhstan	2017-01-04	2	Y
EPI_ISL_258276				EPI972356 | A/Alexandroupolis/54/2017	Europe / Greece / Nomos Evrou	2017-01-19	82	Y
EPI_ISL_258268				EPI972344 | A/SHIGA/1/2017_MDCK2+SIAT1_HA	Asia / Japan	2017-01-12	40	Y
EPI_ISL_258261				EPI972330 | A/YOKOHAMA/31/2017_MDCK2+SIAT1_HA	Asia / Japan	2017-01-17	14	Y
EPI_ISL_258259				EPI972326 | A/YOKOHAMA/1/2017_MDCK2+SIAT1_HA	Asia / Japan	2017-01-07	8	Y
EPI_ISL_258258				EPI972324 | A/MIE/2/2017_MDCK1+SIAT1_HA	Asia / Japan	2017-01-20	11	Y
EPI_ISL_258255				EPI972318 | A/SAPPORO/1/2017_MDCK2+SIAT1_HA	Asia / Japan	2017-01-07	54	Y
EPI_ISL_258114				EPI971605 | A/Navarra/989/2017_HA	Europe / Spain / Foral Community of Navarre	2017-01-08	82	Y
EPI_ISL_258112				EPI971603 | A/Navarra/979/2017_HA	Europe / Spain / Foral Community of Navarre	2017-01-04	73	Y
EPI_ISL_258111				EPI971602 | A/Navarra/931/2017_HA	Europe / Spain / Foral Community of Navarre	2017-01-04	73	Y
EPI_ISL_258093				EPI971584 | A/LaRioja/1195/2017_HA	Europe / Spain / La Rioja	2017-01-17	24	Y
EPI_ISL_258091				EPI971582 | A/LaRioja/1192/2017_HA	Europe / Spain / La Rioja	2017-01-19	63	Y
EPI_ISL_258086				EPI971577 | A/Extremadura/393/2017_HA	Europe / Spain / Extremadura	2017-01-02	62	Y
EPI_ISL_258085				EPI971576 | A/Extremadura/392/2017_HA	Europe / Spain / Extremadura	2017-01-09	58	Y
EPI_ISL_258084				EPI971575 | A/Extremadura/391/2017_HA	Europe / Spain / Extremadura	2017-01-09	76	Y
EPI_ISL_258067				EPI971558 | A/Baleares/1188/2017_HA	Europe / Spain / Balearic Islands	2017-01-16	15	Y
EPI_ISL_257900	EPI970658 | 3025628332_ZZYPOJA5_v1_1	EPI970659 | 3025628332_ZZYPOJA5_v1_2	EPI970657 | 3025628332_ZZYPOJA5_v1_3	EPI970661 | 3025628332_ZZYPOJA5_v1_4	North America / United States / Washington	2017-01-04	20	Y
EPI_ISL_257826	EPI970077 | 3000482342_N8K8HGXH_v1_1	EPI970078 | 3000482342_N8K8HGXH_v1_2	EPI970076 | 3000482342_N8K8HGXH_v1_3	EPI970080 | 3000482342_N8K8HGXH_v1_4	North America / United States / California	2017-01-09	6	Y
EPI_ISL_257561	EPI968213 | A/Florida/07/2017	EPI968214 | A/Florida/07/2017	EPI968215 | A/Florida/07/2017	EPI968216 | A/Florida/07/2017	North America / United States / Florida	2017-01-16	6	
EPI_ISL_257553	EPI968149 | A/California/11/2017	EPI968152 | A/California/11/2017	EPI968153 | A/California/11/2017	EPI968156 | A/California/11/2017	North America / United States / California	2017-01-20	2	
EPI_ISL_257547	EPI968104 | A/Idaho/06/2017	EPI968106 | A/Idaho/06/2017	EPI968108 | A/Idaho/06/2017	EPI968110 | A/Idaho/06/2017	North America / United States / Idaho	2017-01-19	52	
EPI_ISL_257535	EPI968008 | A/Vermont/02/2017	EPI968010 | A/Vermont/02/2017	EPI968011 | A/Vermont/02/2017	EPI968012 | A/Vermont/02/2017	North America / United States / Vermont	2017-01-17	98	
EPI_ISL_257533	EPI967992 | A/Wyoming/04/2017	EPI967994 | A/Wyoming/04/2017	EPI967996 | A/Wyoming/04/2017	EPI967998 | A/Wyoming/04/2017	North America / United States / Wyoming	2017-01-16	54	
