Isolate_Id	PB2 Segment_Id	PB1 Segment_Id	PA Segment_Id	HA Segment_Id	Location	Collection_Date	Host_Age	Host_Age_Unit
EPI_ISL_272941	EPI1035678 | 3025629837_ZZYPOSFV_v1_1	EPI1035679 | 3025629837_ZZYPOSFV_v1_2	EPI1035677 | 3025629837_ZZYPOSFV_v1_3	EPI1035681 | 3025629837_ZZYPOSFV_v1_4	North America / United States / Vermont	2017-04-01	64	Y
EPI_ISL_272938	EPI1035654 | 3000483782_N8K8HMHH_v1_1	EPI1035655 | 3000483782_N8K8HMHH_v1_2	EPI1035653 | 3000483782_N8K8HMHH_v1_3	EPI1035657 | 3000483782_N8K8HMHH_v1_4	South America / Uruguay	2017-03-23	30	Y
EPI_ISL_272924	EPI1035515 | 3000483342_000J39SZ_v1_1	EPI1035516 | 3000483342_000J39SZ_v1_2	EPI1035514 | 3000483342_000J39SZ_v1_3	EPI1035520 | 3000483342_000J39SZ_v1_4	South America / Brazil	2017-03-03	55	Y
EPI_ISL_272923	EPI1035506 | 3000482973_000J388P_v1_1	EPI1035507 | 3000482973_000J388P_v1_2	EPI1035505 | 3000482973_000J388P_v1_3	EPI1035509 | 3000482973_000J388P_v1_4	South America / Chile	2017-03-29	28	Y
EPI_ISL_272921	EPI1035490 | 3025629901_ZZYPOSGD_v1_1	EPI1035491 | 3025629901_ZZYPOSGD_v1_2	EPI1035489 | 3025629901_ZZYPOSGD_v1_3	EPI1035493 | 3025629901_ZZYPOSGD_v1_4	North America / United States / North Carolina	2017-04-03	18	Y
EPI_ISL_272920	EPI1035482 | 3025630056_ZZYPOTK4_v1_1	EPI1035483 | 3025630056_ZZYPOTK4_v1_2	EPI1035481 | 3025630056_ZZYPOTK4_v1_3	EPI1035485 | 3025630056_ZZYPOTK4_v1_4	North America / United States / Minnesota	2017-04-24	67	Y
EPI_ISL_272918	EPI1035466 | 3025630639_ZZYPOV66_v1_1	EPI1035467 | 3025630639_ZZYPOV66_v1_2	EPI1035465 | 3025630639_ZZYPOV66_v1_3	EPI1035469 | 3025630639_ZZYPOV66_v1_4	North America / United States / Michigan	2017-06-19	29	Y
EPI_ISL_272913	EPI1035426 | 3000482965_000J3884_v1_1	EPI1035427 | 3000482965_000J3884_v1_2	EPI1035425 | 3000482965_000J3884_v1_3	EPI1035429 | 3000482965_000J3884_v1_4	South America / Chile	2017-03-10	49	Y
EPI_ISL_272912	EPI1035418 | 3025630011_ZZYPOT90_v1_1	EPI1035419 | 3025630011_ZZYPOT90_v1_2	EPI1035417 | 3025630011_ZZYPOT90_v1_3	EPI1035421 | 3025630011_ZZYPOT90_v1_4	North America / United States / Iowa	2017-04-11	80	Y
EPI_ISL_272910	EPI1035403 | 3000483676_N8K8HM2R_v1_1	EPI1035404 | 3000483676_N8K8HM2R_v1_2	EPI1035402 | 3000483676_N8K8HM2R_v1_3	EPI1035406 | 3000483676_N8K8HM2R_v1_4	North America / Honduras	2017-05-25	6	Y
EPI_ISL_272904	EPI1035355 | 3025630629_ZZYPOV5L_v1_1	EPI1035356 | 3025630629_ZZYPOV5L_v1_2	EPI1035354 | 3025630629_ZZYPOV5L_v1_3	EPI1035358 | 3025630629_ZZYPOV5L_v1_4	North America / United States / Hawaii	2017-06-08	70	Y
EPI_ISL_272900	EPI1035324 | 3025630586_ZZYPOUXA_v1_1	EPI1035325 | 3025630586_ZZYPOUXA_v1_2	EPI1035323 | 3025630586_ZZYPOUXA_v1_3	EPI1035327 | 3025630586_ZZYPOUXA_v1_4	North America / United States / Florida	2017-06-23	7	Y
EPI_ISL_272897	EPI1035300 | 3000483826_N8K8HMNL_v1_1	EPI1035301 | 3000483826_N8K8HMNL_v1_2	EPI1035299 | 3000483826_N8K8HMNL_v1_3	EPI1035303 | 3000483826_N8K8HMNL_v1_4	South America / Ecuador	2017-03-05	81	Y
EPI_ISL_272896	EPI1035292 | 3000483825_N8K8HMNG_v1_1	EPI1035293 | 3000483825_N8K8HMNG_v1_2	EPI1035291 | 3000483825_N8K8HMNG_v1_3	EPI1035295 | 3000483825_N8K8HMNG_v1_4	South America / Ecuador	2017-03-04	78	Y
EPI_ISL_272892	EPI1035260 | 3000483830_N8K8HMO5_v1_1	EPI1035261 | 3000483830_N8K8HMO5_v1_2	EPI1035259 | 3000483830_N8K8HMO5_v1_3	EPI1035263 | 3000483830_N8K8HMO5_v1_4	South America / Ecuador	2017-03-28	45	Y
EPI_ISL_272887	EPI1035220 | 3000483805_N8K8HMKO_v1_1	EPI1035221 | 3000483805_N8K8HMKO_v1_2	EPI1035219 | 3000483805_N8K8HMKO_v1_3	EPI1035223 | 3000483805_N8K8HMKO_v1_4	South America / Ecuador	2017-04-13		Y
EPI_ISL_272880	EPI1035164 | 3025630610_ZZYPOV4P_v1_1	EPI1035165 | 3025630610_ZZYPOV4P_v1_2	EPI1035163 | 3025630610_ZZYPOV4P_v1_3	EPI1035167 | 3025630610_ZZYPOV4P_v1_4	North America / United States / Arizona	2017-06-18	65	Y
EPI_ISL_272876	EPI1035132 | 3025629797_ZZYPOSEV_v1_1	EPI1035133 | 3025629797_ZZYPOSEV_v1_2	EPI1035131 | 3025629797_ZZYPOSEV_v1_3	EPI1035135 | 3025629797_ZZYPOSEV_v1_4	North America / United States / Alabama	2017-03-13	75	Y
EPI_ISL_272686				EPI1034297 | 17S2192	Oceania / Australia / Queensland / Brisbane	2017-03-08		Y
EPI_ISL_272681				EPI1034292 | A/Yucatan/InDRE2390/2017	North America / Mexico / Yucatan	2017-06-09	10	Y
EPI_ISL_271317				EPI1031695 | 17S2175.4	Oceania / Fiji	2017-03-16		Y
EPI_ISL_271314				EPI1031686 | 17S2177.4	Oceania / Fiji	2017-03-13		Y
EPI_ISL_271312				EPI1031680 | 17S2170.4	Oceania / Fiji	2017-03-04		Y
EPI_ISL_271311				EPI1031677 | 17S2156.4	Oceania / Fiji	2017-03-04		Y
EPI_ISL_271302				EPI1031650 | 17S2104.4	Oceania / Australia / South Australia / Greenacres	2017-06-06	66	Y
EPI_ISL_271301				EPI1031647 | 17S2122.4	Oceania / Australia / South Australia / Magill	2017-06-05	57	Y
EPI_ISL_271292				EPI1031620 | 17S2115.4	Oceania / Australia / South Australia / Woodville	2017-05-28	84	Y
EPI_ISL_271286				EPI1031602 | 17S2109.4	Oceania / Australia / South Australia / Murray Bridge	2017-05-29	80	Y
EPI_ISL_271284				EPI1031596 | 17S2107.4	Oceania / Australia / South Australia / Adelaide	2017-05-29	5	Y
EPI_ISL_271279				EPI1031581 | 17S2130.4	Oceania / Australia / Queensland / Gold Coast	2017-05-09	3	Y
EPI_ISL_271277				EPI1031575 | 17S2160.4	Oceania / Australia / Queensland / Gold Coast	2017-05-08	77	Y
EPI_ISL_271276				EPI1031572 | 17S2129.4	Oceania / Australia / Queensland / Brisbane	2017-04-21	94	Y
EPI_ISL_271274				EPI1031566 | 17S2128.4	Oceania / Australia / Queensland / Toowoomba	2017-04-11	4	Y
EPI_ISL_271273				EPI1031563 | 17S2127.4	Oceania / Australia / Queensland / Ipswich	2017-04-19	37	Y
EPI_ISL_271271				EPI1031557 | 17S2125.4	Oceania / Australia / Queensland / Rockhampton	2017-04-09	95	Y
EPI_ISL_271264				EPI1031536 | 17S2162.4	Oceania / Australia / South Australia / Bedford Park	2017-05-13	82	Y
EPI_ISL_271263				EPI1031533 | 17S2166.4	Oceania / Australia / South Australia / Adelaide	2017-05-20	17	Y
EPI_ISL_271262				EPI1031530 | 17S2154.4	Oceania / Australia / South Australia / Magill	2017-05-18	74	Y
EPI_ISL_271261				EPI1031527 | 17S2153.4	Oceania / Australia / South Australia / Lameroo	2017-05-16	49	Y
EPI_ISL_271256				EPI1031512 | 17S2148.4	Oceania / Australia / South Australia / Semaphore	2017-05-08	85	Y
EPI_ISL_271251				EPI1031497 | 17S2138.4	Oceania / Australia / South Australia / Riverton	2017-05-10	32	Y
EPI_ISL_271250				EPI1031494 | 17S2145.4	Oceania / Australia / South Australia / Wayville	2017-05-02	34	Y
EPI_ISL_271249				EPI1031491 | 17S2137.4	Oceania / Australia / South Australia / Woodville	2017-05-04	64	Y
EPI_ISL_271245				EPI1031479 | 17S2088.4	Oceania / Australia / New South Wales / Liverpool	2017-04-14	31	Y
EPI_ISL_271240				EPI1031464 | 17S2090.4	Oceania / Australia / New South Wales / Lansdale	2017-04-07	25	Y
EPI_ISL_271235				EPI1031449 | 17S2096.4	Oceania / New Zealand / Auckland	2017-04-19	70	Y
EPI_ISL_270928				EPI1030602 | A/California/NHRC_BRD41512N/2017	North America / United States / California	2017-03-08		
EPI_ISL_270922				EPI1030596 | A/California/NHRC_BRD12369N/2017	North America / United States / California	2017-03-07		
EPI_ISL_270724				EPI1030276 | 2017-CX0989.4	Asia / China / Guangxi	2017-03-07	63	Y
EPI_ISL_270634				EPI1030006 | 2017-CX1249.4	Asia / China / Fujian	2017-04-24	55	Y
EPI_ISL_270633				EPI1030003 | 2017-CX1250.4	Asia / China	2017-04-22	44	Y
EPI_ISL_270631				EPI1029997 | 2017-CX1252.4	Asia / China / Hunan	2017-04-26	4	Y
EPI_ISL_270628				EPI1029988 | 2017-CX1255.4	Asia / China / Heilongjiang	2017-04-04	41	Y
EPI_ISL_270627				EPI1029985 | 2017-CX1256.4	Asia / China / Guangdong	2017-05-09	28	Y
EPI_ISL_270626				EPI1029982 | 2017-CX1257.4	Asia / China / Guangdong	2017-05-02	21	Y
EPI_ISL_270625				EPI1029979 | 2017-CX1258.4	Asia / China	2017-05-05	30	Y
EPI_ISL_270571	EPI1029650 | A_ENG_71180498_2017_PB2	EPI1029651 | A_ENG_71180498_2017_PB1	EPI1029649 | A_ENG_71180498_2017_PA	EPI1029653 | A_ENG_71180498_2017_HA	Europe / United Kingdom / BRISTOL	2017-03-04		Y
EPI_ISL_270570	EPI1029642 | A_ENG_71180497_2017_PB2	EPI1029643 | A_ENG_71180497_2017_PB1	EPI1029641 | A_ENG_71180497_2017_PA	EPI1029645 | A_ENG_71180497_2017_HA	Europe / United Kingdom / BRISTOL	2017-03-06		Y
EPI_ISL_270568	EPI1029626 | A_ENG_71140581_2017_PB2	EPI1029627 | A_ENG_71140581_2017_PB1	EPI1029625 | A_ENG_71140581_2017_PA	EPI1029629 | A_ENG_71140581_2017_HA	Europe / United Kingdom / LEICESTER	2017-03-11		Y
EPI_ISL_270567	EPI1029618 | A_ENG_71140418_2017_PB2	EPI1029619 | A_ENG_71140418_2017_PB1	EPI1029617 | A_ENG_71140418_2017_PA	EPI1029621 | A_ENG_71140418_2017_HA	Europe / United Kingdom / NORTHUMBERLAND	2017-03-10		Y
EPI_ISL_270565	EPI1029602 | A_ENG_71100706_2017_PB2	EPI1029603 | A_ENG_71100706_2017_PB1	EPI1029601 | A_ENG_71100706_2017_PA	EPI1029605 | A_ENG_71100706_2017_HA	Europe / United Kingdom / LEICESTER	2017-03-08		Y
EPI_ISL_270560	EPI1029562 | A_ENG_71040518_2017_PB2	EPI1029563 | A_ENG_71040518_2017_PB1	EPI1029561 | A_ENG_71040518_2017_PA	EPI1029565 | A_ENG_71040518_2017_HA	Europe / United Kingdom / LEICESTER	2017-03-02		Y
EPI_ISL_270469				EPI1028837 | A/Taiwan/L516-T56/2017	Asia / Taiwan	2017-06-08	9	Y
EPI_ISL_270450				EPI1028777 | A/Taiwan/L383-T44/2017	Asia / Taiwan	2017-05-18	10	Y
EPI_ISL_270264	EPI1027246 | A/Virginia/27/2017	EPI1027247 | A/Virginia/27/2017	EPI1027248 | A/Virginia/27/2017	EPI1027249 | A/Virginia/27/2017	North America / United States / Virginia	2017-04-07	28	
EPI_ISL_270261	EPI1027222 | A/North Carolina/29/2017	EPI1027223 | A/North Carolina/29/2017	EPI1027224 | A/North Carolina/29/2017	EPI1027225 | A/North Carolina/29/2017	North America / United States / North Carolina	2017-03-27	82	
EPI_ISL_270213	EPI1027123 | 3000483152_000J394Q_v1_1	EPI1027124 | 3000483152_000J394Q_v1_2	EPI1027122 | 3000483152_000J394Q_v1_3	EPI1027126 | 3000483152_000J394Q_v1_4	"Africa / Tanzania, United Republic of"	2017-03-25		Y
EPI_ISL_270186	EPI1026907 | 3000483666_N8K8HM1D_v1_1	EPI1026908 | 3000483666_N8K8HM1D_v1_2	EPI1026906 | 3000483666_N8K8HM1D_v1_3	EPI1026910 | 3000483666_N8K8HM1D_v1_4	North America / Honduras	2017-04-25	1	Y
EPI_ISL_270185	EPI1026899 | 3025630442_ZZYPOUMD_v1_1	EPI1026900 | 3025630442_ZZYPOUMD_v1_2	EPI1026898 | 3025630442_ZZYPOUMD_v1_3	EPI1026902 | 3025630442_ZZYPOUMD_v1_4	North America / United States / Utah	2017-06-07	84	Y
EPI_ISL_270176	EPI1026835 | 3025630554_ZZYPOUVC_v1_1	EPI1026836 | 3025630554_ZZYPOUVC_v1_2	EPI1026834 | 3025630554_ZZYPOUVC_v1_3	EPI1026838 | 3025630554_ZZYPOUVC_v1_4	North America / United States / Arizona	2017-06-13	52	Y
EPI_ISL_270173	EPI1026811 | 3025630522_ZZYPOUU0_v1_1	EPI1026812 | 3025630522_ZZYPOUU0_v1_2	EPI1026810 | 3025630522_ZZYPOUU0_v1_3	EPI1026814 | 3025630522_ZZYPOUU0_v1_4	North America / United States / Arizona	2017-05-01	89	Y
EPI_ISL_270171	EPI1026795 | 3000483184_000J393E_v1_1	EPI1026796 | 3000483184_000J393E_v1_2	EPI1026794 | 3000483184_000J393E_v1_3	EPI1026798 | 3000483184_000J393E_v1_4	North America / United States / Louisiana	2017-05-16	77	Y
EPI_ISL_270164	EPI1026739 | 3025630516_ZZYPOUQS_v1_1	EPI1026740 | 3025630516_ZZYPOUQS_v1_2	EPI1026738 | 3025630516_ZZYPOUQS_v1_3	EPI1026742 | 3025630516_ZZYPOUQS_v1_4	North America / United States / Texas	2017-05-30	68	Y
EPI_ISL_270162	EPI1026724 | 3000483486_N8K8HLCD_v1_1		EPI1026723 | 3000483486_N8K8HLCD_v1_3	EPI1026726 | 3000483486_N8K8HLCD_v1_4	Asia / Bangladesh	2017-04-25	60	Y
EPI_ISL_270154	EPI1026660 | 3000482730_000J37P1_v1_1	EPI1026661 | 3000482730_000J37P1_v1_2	EPI1026659 | 3000482730_000J37P1_v1_3	EPI1026663 | 3000482730_000J37P1_v1_4	North America / United States / Tennessee	2017-04-13		Y
EPI_ISL_269967				EPI1025276 | A/Sao Paulo/539114/2017	South America / Brazil / Estado de Sao Paulo / Sao Paulo	2017-06-12	20	Y
EPI_ISL_269966				"EPI1029673 | A/Sao Paulo/535746/2017, EPI1025272 | A/Sao Paulo/535746/2017"	South America / Brazil / Estado de Sao Paulo / Jundiai	2017-06-08	25	Y
EPI_ISL_269771	EPI1023825 | A/Singapore/TT0555/2017.1	EPI1023826 | A/Singapore/TT0555/2017.2	EPI1023824 | A/Singapore/TT0555/2017.3	EPI1023828 | A/Singapore/TT0555/2017.4	Asia / Singapore	2017-05-12	90	Y
EPI_ISL_269768				EPI1023810 | A/Singapore/MOH0155/2017.4	Asia / Singapore	2017-06-07	51	Y
EPI_ISL_269754	EPI1023719 | A/Singapore/MOH0066/2017.1	EPI1023720 | A/Singapore/MOH0066/2017.2	EPI1023718 | A/Singapore/MOH0066/2017.3	EPI1023722 | A/Singapore/MOH0066/2017.4	Asia / Singapore	2017-05-03	23	Y
EPI_ISL_269746				EPI1023690 | A/Talca/39544/2017	South America / Chile / Region del Maule	2017-05-23	5	Y
EPI_ISL_269745				EPI1023688 | A/Rancagua/39432/2017	South America / Chile / Region del Libertador General Bernardo O'Higgins	2017-05-21	57	Y
EPI_ISL_269744				EPI1023686 | A/PuntaArenas/39178/2017	South America / Chile / Region de Magallanes y de la Antartica Chilena	2017-05-22	4	Y
EPI_ISL_269743				EPI1023684 | A/Concepcion/38299/2017	South America / Chile / Region del Biobio	2017-05-04	95	Y
EPI_ISL_269704	EPI1023551 | A/Singapore/TT0305/2017.1	EPI1023552 | A/Singapore/TT0305/2017.2	EPI1023550 | A/Singapore/TT0305/2017.3	EPI1023554 | A/Singapore/TT0305/2017.4	Asia / Singapore	2017-03-09		Y
EPI_ISL_269702	EPI1023543 | A/Singapore/KK0262/2017.1	EPI1023544 | A/Singapore/KK0262/2017.2	EPI1023542 | A/Singapore/KK0262/2017.3	EPI1023546 | A/Singapore/KK0262/2017.4	Asia / Singapore	2017-03-14	8	Y
EPI_ISL_269590				EPI1022840 | A/Ontario/RV2151/2017 HA.seq	North America / Canada / ON	2017-05-09	48	Y
EPI_ISL_269588				EPI1022838 | A/Ontario/RV2149/2017 HA.seq	North America / Canada / ON	2017-05-08	85	Y
EPI_ISL_269468				EPI1022517 | 17S1903.4	Oceania / New Zealand / Auckland / South Auckland	2017-03-07		Y
EPI_ISL_269463				EPI1022502 | 17S1898.4	Oceania / New Zealand / Auckland / South Auckland	2017-04-05		Y
EPI_ISL_269461				EPI1022496 | 17S1896.4	Oceania / New Zealand / Auckland / South Auckland	2017-04-03		Y
EPI_ISL_269460				EPI1022493 | 17S1895.4	Oceania / New Zealand / Auckland / South Auckland	2017-04-01		Y
EPI_ISL_269458				EPI1022487 | 17S1893.4	Oceania / New Zealand / Auckland / South Auckland	2017-03-11		Y
EPI_ISL_269454				EPI1022475 | 17S1889.4	Oceania / New Zealand / Auckland / South Auckland	2017-03-13		Y
EPI_ISL_269453				EPI1022472 | 17S1888.4	Oceania / New Zealand / Auckland / South Auckland	2017-03-11		Y
EPI_ISL_269447				EPI1022454 | 17S1882.4	Oceania / Australia / Australian Capital Territory / Garran	2017-04-06		Y
EPI_ISL_269444				EPI1022445 | 17S1879.4	Oceania / Australia / South Australia / Woodville	2017-04-26		Y
EPI_ISL_269440				EPI1022433 | 17S1875.4	Oceania / Australia / South Australia / Woodville	2017-04-22		Y
EPI_ISL_269439				EPI1022430 | 17S1874.4	Oceania / Australia / South Australia / Elizabeth	2017-04-18		Y
EPI_ISL_269432				EPI1022409 | 17S1867.4	Oceania / Australia / South Australia / Elizabeth	2017-04-13		Y
EPI_ISL_269426				EPI1022391 | 17S1861.4	Oceania / Australia / New South Wales / Toongabbie	2017-03-30		Y
EPI_ISL_269424				EPI1022385 | 17S1859.4	Oceania / Australia / South Australia / Rhymie	2017-03-27		Y
EPI_ISL_269417				EPI1022364 | 17S1626.4	Oceania / Australia / New South Wales / Orange	2017-03-28		Y
EPI_ISL_269416				EPI1022361 | 17S1625.4	Oceania / Australia / Queensland / Sunshine Coast	2017-03-01		Y
EPI_ISL_269410				EPI1022343 | 17S1619.4	Oceania / Australia / New South Wales / Kellyville	2017-03-23		Y
EPI_ISL_269405				EPI1022328 | 17S1614.4	Oceania / Australia / New South Wales / Abbotsbury	2017-03-06		Y
EPI_ISL_269404				EPI1022325 | 17S1613.4	Oceania / Australia / New South Wales / Picnic Point	2017-03-01		Y
EPI_ISL_269403				EPI1022322 | 17S1612.4	Oceania / Australia / New South Wales / Punchbowl	2017-03-01		Y
EPI_ISL_269402				EPI1022319 | 17S1611.4	Oceania / Australia / South Australia / Port Broughton	2017-03-21		Y
EPI_ISL_269397				EPI1022304 | 17S1606.4	Oceania / Australia / South Australia / Kapunda	2017-03-24		Y
EPI_ISL_269396				EPI1022301 | 17S1605.4	Oceania / Australia / South Australia / Port Broughton	2017-03-21		Y
EPI_ISL_269391				EPI1022286 | 17S1600.4	Oceania / Australia / South Australia / Adelaide	2017-03-05		Y
EPI_ISL_269383				EPI1022262 | 17S1592.4	Oceania / Australia / Western Australia / Cottesloe	2017-03-20		Y
EPI_ISL_269282				EPI1021967 | 17S1242	Oceania / Australia / Queensland / Brisbane	2017-03-14		Y
EPI_ISL_269270				EPI1021930 | 17S1204	Oceania / Australia / South Australia / Woodville	2017-03-28		Y
EPI_ISL_269030				EPI1021222 | MS-a-hk-2292-2017h3Y	Asia / Hong Kong (SAR)	2017-05-22		Y
EPI_ISL_269027				EPI1021216 | MS-a-hong_kong-2289-2017h3Y	Asia / Hong Kong (SAR)	2017-05-23		Y
EPI_ISL_269017				EPI1021196 | MS-a-hong_kong-2277-2017h3Y	Asia / Hong Kong (SAR)	2017-05-19		Y
EPI_ISL_269016				EPI1021194 | MS-a-hong_kong-2276-2017h3Y	Asia / Hong Kong (SAR)	2017-05-19		Y
EPI_ISL_269013				EPI1021188 | MS-a-hong_kong-2273-2017h3Y	Asia / Hong Kong (SAR)	2017-05-21		Y
EPI_ISL_269011				EPI1021184 | MS-a-hong_kong-2271-2017h3Y	Asia / Hong Kong (SAR)	2017-05-21		Y
EPI_ISL_269007				EPI1021176 | MS-a-hong_kong-2266-2017h3Y	Asia / Hong Kong (SAR)	2017-05-20		Y
EPI_ISL_269002				EPI1021166 | MS-a-hong_kong-2259-2017h3Y	Asia / Hong Kong (SAR)	2017-05-19		Y
EPI_ISL_268997				EPI1021156 | MS-a-hong_kong-2230-2017h3Y	Asia / Hong Kong (SAR)	2017-05-19		Y
EPI_ISL_268994				EPI1021150 | MS-a-hong_kong-2226-2017h3Y	Asia / Hong Kong (SAR)	2017-05-20		Y
EPI_ISL_268410	EPI1017388 | 3025629972_ZZYPOSHM_v1_1	EPI1017389 | 3025629972_ZZYPOSHM_v1_2	EPI1017387 | 3025629972_ZZYPOSHM_v1_3	EPI1017391 | 3025629972_ZZYPOSHM_v1_4	North America / United States / Washington	2017-04-17	33	Y
EPI_ISL_268408	EPI1017372 | 3025629952_ZZYPOS4F_v1_1	EPI1017373 | 3025629952_ZZYPOS4F_v1_2	EPI1017371 | 3025629952_ZZYPOS4F_v1_3	EPI1017375 | 3025629952_ZZYPOS4F_v1_4	North America / United States / Arizona	2017-04-16	19	Y
EPI_ISL_268406	EPI1017356 | 3025629948_ZZYPOSH7_v1_1	EPI1017357 | 3025629948_ZZYPOSH7_v1_2	EPI1017355 | 3025629948_ZZYPOSH7_v1_3	EPI1017359 | 3025629948_ZZYPOSH7_v1_4	North America / United States / Arizona	2017-04-09	36	Y
EPI_ISL_268401	EPI1017316 | 3025629918_ZZYPOS0B_v1_1	EPI1017317 | 3025629918_ZZYPOS0B_v1_2	EPI1017315 | 3025629918_ZZYPOS0B_v1_3	EPI1017319 | 3025629918_ZZYPOS0B_v1_4	North America / United States / Nevada	2017-03-25	55	Y
EPI_ISL_268392	EPI1017244 | 3025629745_ZZYPORUR_v1_1	EPI1017245 | 3025629745_ZZYPORUR_v1_2	EPI1017243 | 3025629745_ZZYPORUR_v1_3	EPI1017247 | 3025629745_ZZYPORUR_v1_4	North America / United States / Hawaii	2017-03-09	91	Y
EPI_ISL_268387	EPI1017205 | 3000483581_N8K8HLPK_v1_1	EPI1017206 | 3000483581_N8K8HLPK_v1_2	EPI1017204 | 3000483581_N8K8HLPK_v1_3	EPI1017208 | 3000483581_N8K8HLPK_v1_4	North America / United States / South Carolina	2017-05-19	10	Y
EPI_ISL_268385	EPI1017189 | 3000483579_N8K8HLPA_v1_1	EPI1017190 | 3000483579_N8K8HLPA_v1_2	EPI1017188 | 3000483579_N8K8HLPA_v1_3	EPI1017192 | 3000483579_N8K8HLPA_v1_4	South America / Colombia	2017-05-16	40	Y
EPI_ISL_268384	EPI1017181 | 3000483578_N8K8HLP5_v1_1	EPI1017182 | 3000483578_N8K8HLP5_v1_2	EPI1017180 | 3000483578_N8K8HLP5_v1_3	EPI1017184 | 3000483578_N8K8HLP5_v1_4	South America / Colombia	2017-04-18	70	Y
EPI_ISL_268383	EPI1017173 | 3000483574_N8K8HLOL_v1_1	EPI1017174 | 3000483574_N8K8HLOL_v1_2	EPI1017172 | 3000483574_N8K8HLOL_v1_3	EPI1017176 | 3000483574_N8K8HLOL_v1_4	South America / Colombia	2017-05-05	73	Y
EPI_ISL_268378	EPI1017133 | 3000483568_N8K8HLNR_v1_1	EPI1017134 | 3000483568_N8K8HLNR_v1_2	EPI1017132 | 3000483568_N8K8HLNR_v1_3	EPI1017136 | 3000483568_N8K8HLNR_v1_4	South America / Colombia	2017-04-24	43	Y
EPI_ISL_268377	EPI1017125 | 3000483567_N8K8HLNM_v1_1	EPI1017126 | 3000483567_N8K8HLNM_v1_2	EPI1017124 | 3000483567_N8K8HLNM_v1_3	EPI1017128 | 3000483567_N8K8HLNM_v1_4	South America / Colombia	2017-04-24		Y
EPI_ISL_268376	EPI1017117 | 3000483565_N8K8HLNC_v1_1	EPI1017118 | 3000483565_N8K8HLNC_v1_2	EPI1017116 | 3000483565_N8K8HLNC_v1_3	EPI1017120 | 3000483565_N8K8HLNC_v1_4	North America / United States / Arizona	2017-05-15	1	Y
EPI_ISL_268347	EPI1016887 | 3000483353_N8K8HKTW_v1_1	EPI1016888 | 3000483353_N8K8HKTW_v1_2	EPI1016886 | 3000483353_N8K8HKTW_v1_3	EPI1016890 | 3000483353_N8K8HKTW_v1_4	South America / Brazil	2017-03-19	38	Y
EPI_ISL_268345	EPI1016871 | 3000483346_N8K8HKSX_v1_1	EPI1016872 | 3000483346_N8K8HKSX_v1_2	EPI1016870 | 3000483346_N8K8HKSX_v1_3	EPI1016874 | 3000483346_N8K8HKSX_v1_4	South America / Brazil	2017-03-02	28	Y
EPI_ISL_268335	EPI1016792 | 3000483186_N8K8HK6P_v1_1	EPI1016793 | 3000483186_N8K8HK6P_v1_2	EPI1016791 | 3000483186_N8K8HK6P_v1_3	EPI1016795 | 3000483186_N8K8HK6P_v1_4	North America / United States / Louisiana	2017-05-13	75	Y
EPI_ISL_268331	EPI1016762 | 3000483176_N8K8HK5B_v1_1	EPI1016763 | 3000483176_N8K8HK5B_v1_2	EPI1016761 | 3000483176_N8K8HK5B_v1_3	EPI1016765 | 3000483176_N8K8HK5B_v1_4	"Africa / Tanzania, United Republic of"	2017-04-17	1	Y
EPI_ISL_268329	EPI1016746 | 3000483170_N8K8HK4H_v1_1	EPI1016747 | 3000483170_N8K8HK4H_v1_2	EPI1016745 | 3000483170_N8K8HK4H_v1_3	EPI1016749 | 3000483170_N8K8HK4H_v1_4	"Africa / Tanzania, United Republic of"	2017-04-03		Y
EPI_ISL_268327	EPI1016730 | 3000483167_N8K8HK42_v1_1	EPI1016731 | 3000483167_N8K8HK42_v1_2	EPI1016729 | 3000483167_N8K8HK42_v1_3	EPI1016733 | 3000483167_N8K8HK42_v1_4	"Africa / Tanzania, United Republic of"	2017-03-28	1	Y
EPI_ISL_268325	EPI1016714 | 3000483165_N8K8HK3S_v1_1	EPI1016715 | 3000483165_N8K8HK3S_v1_2	EPI1016713 | 3000483165_N8K8HK3S_v1_3	EPI1016717 | 3000483165_N8K8HK3S_v1_4	"Africa / Tanzania, United Republic of"	2017-03-28	2	Y
EPI_ISL_268323	EPI1016698 | 3000483163_N8K8HK3I_v1_1	EPI1016699 | 3000483163_N8K8HK3I_v1_2	EPI1016697 | 3000483163_N8K8HK3I_v1_3	EPI1016701 | 3000483163_N8K8HK3I_v1_4	"Africa / Tanzania, United Republic of"	2017-03-28	1	Y
EPI_ISL_268322	EPI1016690 | 3000483162_N8K8HK3D_v1_1	EPI1016691 | 3000483162_N8K8HK3D_v1_2	EPI1016689 | 3000483162_N8K8HK3D_v1_3	EPI1016693 | 3000483162_N8K8HK3D_v1_4	"Africa / Tanzania, United Republic of"	2017-03-28	1	Y
EPI_ISL_268321	EPI1016682 | 3000483161_N8K8HK38_v1_1	EPI1016683 | 3000483161_N8K8HK38_v1_2	EPI1016681 | 3000483161_N8K8HK38_v1_3	EPI1016685 | 3000483161_N8K8HK38_v1_4	"Africa / Tanzania, United Republic of"	2017-03-23	3	Y
